"movieNm","movieCd"
"포스트맨은 벨을 두번 울린다","19468008"
"스폰지밥 3D","20149401"
"세비야의 이발사","20145463"
"스틸 앨리스","20145042"
"조류인간","20148685"
"이다","20145462"
"백 투 더 비기닝","20156161"
"2월 단편 상상극장 ? 변요한展","20156362"
"제네시스: 세상의 소금","20144961"
"양키 두들 댄디","19428001"
"리바이어던","20142282"
"비비안 마이어를 찾아서","20156101"
"보디히트","19820100"
"파리 폴리","20143941"
"그레이의 50가지 그림자","20147613"
"순수의 시대","20136063"
"포커스","20145102"
"하숙집","20157061"
"""2월수요단편극장 - “그 겨울, 바람이 분다”""","20156981"
"서부의 사나이","20156062"
"친절한 가정부","20156681"
"더 라스트: 나루토 더 무비","20156241"
"바람의 검심 : 교토 대화재편","20145481"
"사랑이 이긴다","20140190"
"자유 낙하","20148688"
"살인의뢰","20148461"
"포스 마쥬어: 화이트 베케이션","20156732"
"채피","20156402"
"그라운드의 이방인","20134800"
"스물","20148845"
"살인캠프","20149312"
"바람의 검심 : 전설의 최후편","20145482"
"추억의 마니","20156904"
"자가당착: 시대정신과 현실참여","20101244"
"KAFA 31기 졸업영화제-죽기 전에 꼭 봐야 할 영화 16선 섹션2","20156548"
"KAFA 31기 졸업영화제-죽기 전에 꼭 봐야 할 영화 16선 섹션3","20156549"
"KAFA 31기 졸업영화제-죽기 전에 꼭 봐야 할 영화 16선 섹션1","20156547"
"KAFA 31기 졸업영화제-죽기 전에 꼭 봐야 할 영화 16선 섹션5","20156551"
"KAFA 31기 졸업영화제-죽기 전에 꼭 봐야 할 영화 16선 섹션4","20156550"
"KAFA 31기 졸업영화제-죽기 전에 꼭 봐야 할 영화 16선 섹션6","20156552"
"태양을 쏴라","20133681"
"부산지역 대학 작품 상영 05","20157215"
"뷰티풀 라이","20157421"
"""3월 단편 상상극장-여자, 남자""","20157586"
"해피 해피 와이너리","20156730"
"드래곤 블레이드","20156704"
"울언니: 성상납의 비밀 무삭제판","20157628"
"신데렐라","20156841"
"베드(감독판)","20157434"
"와일드 카드","20156902"
"트레이서","20157001"
"옛날 옛날에","20158002"
"런 올 나이트","20157041"
"파울볼","20157587"
"세계일주","20127568"
"부산지역 대학 작품 상영 06","20157216"
"나쁜 녀석들","20157221"
"엘리제궁의 요리사","20143942"
"모스트 바이어런트","20156643"
"팔로우","20157394"
"몽골리안 프린세스","20155926"
"두 번째 엄마 무삭제판","20157629"
"인서전트","20144461"
"고삐","20158141"
"케인호의 반란","19548018"
"섹슈얼 어드벤쳐","20156663"
"부산지역 대학 작품 상영07","20157217"
"화이트 갓","20142422"
"윈드랜드","20157584"
"코멧","20156401"
"착한 여자","20158182"
"3월 수요단편극장 “정답은 없다”","20158006"
"송 원","20157121"
"소돔과 고모라","19628024"
"유황도의 모래","19498007"
"장수상회","20140703"
"나는 야한 여자가 좋다 3","20158068"
"SIDOF2015_부자/어떤둘째/소나무씨에게","20158231"
"투캅스 인 파리","20158082"
"명령불복종 교사","20143726"
"코블러","20145281"
"챔피언","20157562"
"계몽영화","20100053"
"SIDOF2015_편지 / 감정의 시대: 서비스 노동의 관계미학 / 트라우마는 인간의 뇌에 어떠한 영향을 미치는가?","20158233"
"대답해줘","20158145"
"우리보고 죽우란 말이냐","20158144"
"김 알렉스의 식당: 안산-타슈켄트","20140730"
"소꿉놀이","20158161"
"SIDOF2015_기록/24","20158235"
"탈선derailed","20158143"
"SIDOF2015_어머니가방에들어가신다 / 하드보일드 원더랜드","20158234"
"스와니-1989 아세아스와니 원정투쟁의 기록","20158146"
"뜻밖의 수업","20141112"
"토스카","20158401"
"분노의 질주: 더 세븐","20143580"
"SIDOF2015_비보이가 되다/ 굿바이 / 이 시대의 사랑","20158236"
"한 번 더 해피엔딩","20141085"
"약장수","20156321"
"SIDOF2015_찍으라는 영화는 안 찍고 / 아빠가 죽으면 나는 어떡하지?","20158232"
"마담 보바리","20143566"
"청춘의 증언","20157588"
"결혼하지 않아도 괜찮을까","20143922"
"맛있는 택배","20158504"
"다정하게 바삭바삭+나방스파크+내가같이있어줄게","20158076"
"유고와 라라: 하늘고래와 구름섬 대모험","20158091"
"일요일은 참으세요","20140450"
"은술잔","20147796"
"폴리스 스토리","19880159"
"리오 그란데","19508006"
"4월 단편 상상극장-소셜패밀리","20158502"
"천녀유혼","20080605"
"더 건맨","20157904"
"은하철도의 꿈","20149715"
"""땡큐, 대디""","20157021"
"나쁜 사랑","20157602"
"당산대형","19718152"
"다윗과 밧세바","20149060"
"더 딥 블루 씨","20157624"
"뱀파이어 아카데미","20158643"
"소림배구 ","20156354"
"검은손","20157986"
"위자","20156977"
"당신만을 사랑해","19789099"
"저 높은 곳을 향하여","19778176"
"아빠랑 나랑","20158004"
"카르멘","20145169"
"다이노 타임","20100211"
"신은 죽지 않았다","20157782"
"엘리노어 릭비: 그 남자","20144241"
"생 로랑","20157561"
"디자이닝 우먼","19578011"
"위험한 상견례 2","20143512"
"모두의 천사 가디 ","20157023"
"차이나타운","20149266"
"다이빙벨: 진실은 침몰하지 않습니다","20158943"
"노아의 방주: 남겨진 녀석들","20158069"
"짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습","20158461"
"마지막 황제","19880227"
"졸업","19880210"
"416 영화인 단편 프로젝트","20158762"
"엘리노어 릭비: 그 여자","20144242"
"피가로의 결혼","20145170"
"빌리와 용감한 녀석들 3","20158428"
"길은 멀어도 마음만은","19770100"
"명량: 회오리 바다를 향하여","20157431"
"플랑크 상수","20140191"
"어벤져스: 에이지 오브 울트론","20148493"
"사관과 신사","19830115"
"연애의 맛","20149062"
"아스테릭스: 신들의 전당","20158484"
"미궁: 비밀애","20158942"
"뽕2014(무삭제)","20159123"
"세레나","20158201"
"아리아","20156963"
"타이거 마운틴","20158841"
"부곡 하와이","20125246"
"""[SIAFF2015] 해외영화제 단편특선 2. 쉼, 구원(GV)""","20158963"
"서울독립영화제 순회상영회 인디피크닉2015 단편3","20158903"
"80일간의 세계일주","19568013"
"[SIAFF2015] 해외영화제 단편특선 1. 낯선 현실","20158962"
"서울독립영화제 순회상영회 인디피크닉2015 단편1","20158901"
"[SIAFF2015] 국제단편경쟁 4","20158967"
"시선 1318","20081006"
"서울독립영화제 순회상영회 인디피크닉2015 단편2","20158902"
"[SIAFF2015] 국제단편경쟁 1","20158964"
"귀부인과 승무원","19748175"
"엑시덴탈 러브","20158622"
"악의 연대기","20149569"
"자매의 방","20159191"
"기생수 파트2","20158561"
"한강블루스","20141591"
"투 나잇 스탠드","20158771"
"투 라이프","20156967"
"스파이","20158621"
"언프렌디드: 친구삭제","20158704"
"음악으로 통한다 2015","20158971"
"팻 시티","20080250"
"블랙잭","19970018"
"어둠의 자식들","19810021"
"엄마와 창녀","19730184"
"님포매니악 감독판 볼륨1","20159404"
"파리오페라발레 갈라쇼","20159206"
"막걸스","20149259"
"젊은엄마 : 내 나이가 어때서","20159301"
"간신","20142402"
"윈터 슬립","20158061"
"홈","20140145"
"마이 페어 웨딩","20141705"
"트래쉬","20158703"
"오명","20124668"
"상하이에서 온 여인","19480014"
"""어떤 여행, 시민창작뮤지컬""","20143382"
"한국 환경영화의 흐름 단편 1","20159226"
"황색리본","2010A873"
"""사랑해, 리우""","20159041"
"위아영","20158670"
"매드 맥스: 분노의 도로","20144741"
"눈 덮인 땅의 꿈 + 내가 사는 나라","20159042"
"해피 홀리데이","20157223"
"나는 결백하다","20098728"
"무뢰한","20130566"
"피치 퍼펙트: 언프리티 걸즈","20159141"
"그림 그리는 해녀","20148458"
"리틀 포레스트 2: 겨울과 봄","20158518"
"제17 포로수용소","19538007"
"상과 하","20135626"
"반금련","20080901"
"써드 퍼슨 - 감독판","20159101"
"마르셀리노","19900169"
"코인라커","20125648"
"하숙생","20157205"
"차일드 44","20159442"
"철도원","20000089"
"와일드 테일즈: 참을 수 없는 순간","20155927"
"사이코패스","20159655"
"적도","20159506"
"혜경궁 홍씨","20159224"
"인디포럼2015 아스트랄 심리학","20150325"
"투모로우랜드","20159748"
"인디포럼2015 그대의 입장","20150331"
"인디포럼2015 내 마음 아시나요","20150330"
"인디포럼2015 꿈결의 연애담","20150326"
"하나와 앨리스: 살인사건","20158981"
"SICAF2015 경쟁: 학생 2","20159765"
"SICAF2015 경쟁: 단편 2","20159759"
"발광하는 현대사","20149541"
"인디포럼2015 봄날의 허니버터 ","20150323"
"SICAF2015 경쟁: 시카프 온라인 ","20159773"
"별아 내 가슴에","19580061"
"인디포럼2015 가보지 못한 곳의 지도","20150329"
"타이밍","20141598"
"고녀석 맛나겠다2 : 함께라서 행복해","20140241"
"은밀한 유혹","20136869"
"트립 투 이탈리아","20159063"
"엘리펀트 송","20159582"
"에벌리","20159623"
"SICAF2015 경쟁: 단편 3","20159760"
"전망 좋은 집 2","20150603"
"연평해전","20134798"
"샌 안드레아스","20144682"
"7공주 대리운전","20150481"
"인디포럼2015 폐막식","20150341"
"뉴 할 앤 본스","20159754"
"긴 밤","20149499"
"지나가는 사람들","20143727"
"와룡선생 상경기","19628028"
"너는 내 운명","20050239"
"공포의 보수","20129477"
"개선문","20139064"
"세컨 찬스","20159507"
"령 : 저주받은 사진","20159573"
"성난 화가","20139801"
"호야와 토리: 드래곤 숲의 비밀","20150104"
"헐리우드 고전 컬렉션","20090868"
"아빠의 눈물","20158005"
"커밍 홈","20158042"
"세비야의 이발사","20145168"
"따라지 : 비열한 거리","20144721"
"극비수사","20148855"
"울려고 내가 왔던가","19608043"
"심야식당","20156970"
"키다리 아저씨","20147818"
"경성학교: 사라진 소녀들","20141224"
"뭔가 보여드리겠읍니다","19800035"
"폴라로이드","20133667"
"미스 줄리","20159624"
"노인들의 계획","20150751"
"정글번치: 너구리 해적단과 보물지도","20159221"
"네이든","20159901"
"쥬라기 월드","20098169"
"마돈나","20159161"
"외출","20150601"
"자매의 화원","19598040"
"카이트","20150841"
"베스트 오브 미","20150563"
"도쿄 트라이브","20158881"
"카라마조프가의 형제들","19588026"
"제31회 인천시네마테크 - 빛나는 청춘","20150975"
"제31회 인천시네마테크 -인생은 아름다워","20150980"
"누레예프 갈라","20159622"
"루키노 비스콘티 회고전","20071021"
"나의 절친 악당들","20142856"
"말하지 못한 비밀","20150301"
"2015 영화의전당 영화제작 워크숍 작품 상영회","20150864"
"진홍의 도적","19528014"
"6월 단편 상상극장-랩 사용 설명서","20150721"
"""알로, 슈티""","20150661"
"애인","20150604"
"러브 이즈 크라임","20159421"
"알라모","20157367"
"소수의견","20136057"
"리틀드래곤 코코넛","20150255"
"피아니스트","20020223"
"미라클 벨리에","20155874"
"극장판 푸른 강철의 아르페지오 - 아르스 노바 - DC","20150863"
"모든 비밀스러운 것들","20150962"
"인사이드 아웃","20151225"
"메이드 인 차이나","20147929"
"제15회 한국 퀴어 영화제 국내단편1 : 관계에서","20151321"
"제15회 한국 퀴어 영화제 국내단편2 : 나를 찾는 욕망","20151330"
"길다","20136022"
"19곰 테드 2","20156749"
"애인","19820052"
"아웃사이더","20151601"
"포제션 : 중독된 사랑","20088379"
"운명의 손","19540024"
"밤을 걷는 뱀파이어 소녀","20159064"
"낮은데로 임하소서","19820047"
"호비와 엄마나무섬의 비밀","20150963"
"맥베스","20134877"
"악의 손길","20081662"
"우먼 인 골드","20151002"
"숏텀 12","20141776"
"라자루스","20159001"
"어떤 가족","20148010"
"욕정이 활활","20100662"
"빈집","20040688"
"뷰티 인사이드","20143572"
"데모닉","20159223"
"굿 메리지","20151841"
"회오리 바람","20090928"
"러덜리스","20150522"
"셜록주니어 + 경찰","20151802"
"제너럴","19278002"
"손님","20148844"
"모험을 떠나자","20151721"
"스팀보트 빌 주니어","20140428"
"돈 조반니","20150012"
"라이드 : 나에게로의 여행","20159521"
"터미네이터 제니시스","20141384"
"일급 살인","20151641"
"글렌 밀러 스토리","19538008"
"디렉터스 컷","20148634"
"미궁: 비밀애 무삭제 특별판","20151801"
"학교괴담 : 저주의 언령","20151381"
"한 여름밤의 꿈","19990268"
"전쟁은 끝나지 않았다","20031084"
"인시디어스 3","20150741"
"카메라맨","20159705"
"악인은 살아 있다","20150941"
"어느날 그 길에서","20072067"
"작별","20080259"
"쓰리 썸머 나잇","20141060"
"더 디너","20151382"
"숀더쉽","20158062"
"남편만 몰라요","20152041"
"위대한 카루소","20151941"
"십이야: 깊고 붉은 열두 개의 밤 Chapter1","20157503"
"다크 플레이스","20156301"
"왕과 나","19568002"
"권법형사 : 차이나타운","20159422"
"암살","20148851"
"BiFan2015 판타스틱 단편 걸작선 1","20152331"
"바운티 호의 반란","19358007"
"게이봉박두 4 RUMOR","20152641"
"요리인류 디렉터스 컷 - 아워 데일리 브레드","20151661"
"""지금, 만나러 가요""","20151723"
"아이다","20151885"
"BiFan2015 판타스틱 단편 걸작선 2","20152334"
"메밀꽃 필 무렵","19670007"
"BiFan2015 판타스틱 단편 걸작선 3","20152337"
"셀마","20150061"
"BiFan2015 판타스틱 단편 걸작선 4","20152340"
"""10,000km(만 킬로미터)""","20152001"
"BiFan2015 판타스틱 단편 걸작선 5","20152343"
"극장판 요괴워치: 탄생의 비밀이다냥!","20150501"
"픽셀","20158241"
"살인재능","20141613"
"위로공단","20141702"
"더 리치","20151401"
"난 그녀와 키스했다","20151202"
"해녀","20129636"
"청순 여형사의 비밀스런 이중 생활","20152881"
"퀴어영화 나비 : 어른들의 일","20152209"
"하루","20152922"
"인 올드 시카고","20151943"
"베테랑","20148048"
"포켓몬 레인저와 바다의 왕자 마나피","20060204"
"메리 위도우","20145167"
"드라큘라 ","20136203"
"짓2: 붉은 낙타","20158798"
"러브 앤 머시","20151821"
"종이 달","20151482"
"천국이 허락한 모든 것 ","20134861"
"아마조니아","20152372"
"미니언즈","20145361"
"허니문","20151141"
"맨발의 백작부인","20149188"
"국도화끈한극장","20100586"
"러브앤서울 복숭아마을 도색소동기","20152044"
"오피스","20143511"
"미션 임파서블: 로그네이션","20157881"
"미쓰 와이프","20143513"
"파란 이별의 글씨","20151945"
"원령","20152981"
"무서운 집","20152182"
"어느 하녀의 일기","20152264"
"타이타닉의 최후","19538023"
"형사; Duelist","20050216"
"슬럼독 밀리어네어","20090161"
"단편 KAFA1.","20153061"
"스틸라이프","20070135"
"서기 2019 블레이드러너","20081377"
"서울의 지붕 밑","20153317"
